word,translation,part_of_speech,pronunciation,ex_1_jp,ex_1_en,ex_2_jp,ex_2_en,ex_3_jp,ex_3_en,meaning_story,reading_story,pitch_accent,tag
邸内,grounds,NOUN,ていない,これは、邸内の写真です。,This is a picture of the grounds.,,,,,"The land inside of a residence is called the grounds or the premises. Only really big residences have land inside them big enough to be called the ""grounds"" though.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,テꜜイナイ,level51 vocab
軟禁,house arrest,NOUN AND SURU VERB,なんきん,彼女は自宅軟禁下に置かれました。,She was placed under house arrest.,,,,,"Soft prohibition isn't going to be as bad a jail or prison. They went soft on you, so you're only under house arrest. That's not so bad, right?",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ナンキン,level51 vocab
〜軒,house counter,COUNTER AND SUFFIX,けん,この人は、マンションを五軒持っています。,This guy has five apartments.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"This has the same reading as the kanji you learned, meaning you know the reading!",ノキ,level51 vocab
焦燥,impatience,NOUN AND SURU VERB,しょうそう,度重なる事業の失敗で、すっかり焦燥しきっているんだ。,I’m thoroughly irritated with this repeatedly failing project.,,,,,"If you want to char fish for dinner it will dry up because of your own impatience. Charring fish takes time and if you're too uneasy and shove it too far in the fire it will dry out, burn, and get gross.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ショーソー,level51 vocab
洗濯屋,laundromat,NOUN,せんたくや,洗濯屋にワイシャツを取りに行ってきます。,I’m going to pick up my dress shirt from the laundromat.,,,,,The wash wash shop is where you go to get your clothes washed extra well. It's the laundromat! They wash you clothes way better than you can because they wash them twice.,"This is a mix of the on'yomi readings for 洗濯 and the kun'yomi reading for 屋. You've learned all of these readings by now, so you should be able to read this word too!",センタクヤ,level51 vocab
蓮花,lotus flower,NOUN,れんげ,この池にはいつから蓮花があるのですか。,How long have lotus flowers been in this pond?,,,,,A lotus flower is a lotus flower!,"This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 花 yet, so here's a mnemonic to help you: Something is on the lotus flower... something little and kinda shiny. It's a little gecko (げ). It's hiding in the lotus and trying to catch flies. How cute!",,level51 vocab
邸宅,mansion,NOUN,ていたく,この邸宅は、幽霊が出ることで有名です。,This mansion is famous for ghosts appearing in it.,,,,,"If you have a residence that's also your house, it's still your residence. But you probably have a lot of money if you can own your own house, so it's probably a nice, big mansion too.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,テイタク,level51 vocab
潤い,moisture,NOUN,うるおい,この化粧水が、あなたのお肌の潤いを保ちます。,This lotion will help keep the moisture in your skin.,,,,,"This may look like an adjective, but it's actually the noun version of the kanji watered. Watered things, like plants, hold a lot of moisture in them.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You already learned this reading when you learned 潤う, so you should know this one too.",ウルオイ *** ウルオꜜイ,level51 vocab
火炎瓶,molotov cocktail,NOUN,かえんびん,男は火炎瓶を投げつけた。,The man threw a Molotov cocktail.,,,,,A fire in a bottle that makes a big fire when thrown is called a Molotov Cocktail. Don't throw them in the house please.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,カエꜜンビン,level51 vocab
塚,mound,NOUN,つか,塚を見下ろすことのは失礼です。,It’s rude to look down at a mound.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"This has the same reading as the kanji you learned, meaning you know the reading!",ツカꜜ,level51 vocab
会釈,nod,NOUN AND SURU VERB,えしゃく,会釈をしたら会釈を返すのが礼儀でしょう。,You might have the decency to return my nod with a nod.,,,,,"Before you can give an explanation of who you are to someone you're about to meet, you have to nod or bow as a greeting first. It's rude to start explaining who you are before you greet them.","This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 会 yet, so here's a mnemonic to help you: When someone bows to you, you always feel a little uncomfortable, so you say, ""Eh"" (え) and try to get them to stop. You're so uncomfortable that you can't think of words and ""eh"" is all you can manage to get out.",エꜜシャク,level51 vocab
隅々,nooks,NOUN,すみずみ,今日は部屋を隅々まで掃除しました。,Today I cleaned every nook and cranny of my room.,,,,,"Corner corners are still corners. Sometimes they're the corners TO corners, so they're the little nooks and crannies that are hard to get at.","This word uses the kun'yomi readings of the kanji you learned, twice, with the second one rendaku'd. You should be able to read this on your own.",スミꜜズミ *** スꜜミズミ,level51 vocab
注釈,notes,NOUN AND SURU VERB,ちゅうしゃく,その場合は、注釈を付けてください。,"In that case, please add notes.",,,,,"If your brain can't stop pouring out all the explanations your teacher gives you, you'll need to keep notes. That way when the information pours out of your head, you'll still have your comments and annotations to help you remember the teacher's explanations later.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,チューシャク *** チューシャクꜜ,level51 vocab
公邸,official residence,NOUN,こうてい,大統領公邸が何者かに襲撃されました。,The President’s official residence was raided by someone.,,,,,A public residence is the one you tell everyone for things like documents and loans and stuff. That means it's your official residence and it's in everyone's books.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,コーテイ,level51 vocab
官邸,official residence,NOUN,かんてい,首相官邸ツアーに参加しました。,I participated in a tour of the Prime Minister’s official residence.,,,,,"A government residence is one that is assigned to government officials. That means it's their official residence, and it goes on all their official paperwork.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,カンテイ,level51 vocab
肯定,positive,NOUN AND SURU VERB,こうてい,どうして肯定も否定もしないんですか。,Why won’t you say yes or no?,,,,,"You are determined to get an agreement out of people so you decide to be really positive with them. As long as you make it seem like everything is super great, and totally good for them, they'll end up agreeing with everything you say.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,コーテイ,level51 vocab
私邸,private residence,NOUN,してい,この豪華な建物は、大統領の私邸です。,This gorgeous building is the president’s private residence.,,,,,A private residence is a private residence!,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,シテイ,level51 vocab
樹脂,resin,NOUN AND NO ADJECTIVE,じゅし,これを透明の樹脂で固めました。,This was hardened with transparent resin.,,,,,"The fat that comes out of the wood from trees is used to make resin. Trees don't have fat, you say? Well you're wrong, look it up. Trees are super fat and we use the resin from them to do all sorts of stuff.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ジュꜜシ,level51 vocab
蓮,sacred lotus,NOUN,はす,蓮の花の花言葉は何ですか。,What does the sacred lotus mean in the language of flowers?,,,,,"This isn't just any lotus. It's THE lotus. The Sacred Lotus. When you see it blooming all alone in a murky pond, you'll know.","Since this word is made up of a single kanji, it probably uses the kun'yomi reading. You did not learn this meaning, so here's a mnemonic to help you to remember: The sacred lotus has (はす) a strong significance and (probably some powers). It has something at least, just remember it has something special going on, and you'll be fine.",ハス *** ハチス,level51 vocab
苗,seedling,NOUN,なえ,四月に苗を植えました。,I planted seedlings in April.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"Since this word is made up of a single kanji, it probably uses the kun'yomi reading. You did not learn this meaning, so here's a mnemonic to help you to remember: The best time to plant seedlings is at night (なえ). If you plant them at night they'll sleep through the whole transplanting process and they'll wake up happy and ready to grow.",ナꜜエ,level51 vocab
〜隻,ship counter,COUNTER,せき,港には、七隻の船が止まっています。,Seven ships are stopped in this harbor.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"This has the same reading as the kanji you learned, meaning you know the reading!",,level51 vocab
皮膚,skin,NOUN AND NO ADJECTIVE,ひふ,ギターを弾くので指先の皮膚が厚いんです。,The skin on my fingertips is thick because I play the guitar.,,,,,The skin under your skin is still skin. The extra layer is there to make sure when you get little cuts they don't bleed all over the place.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ヒꜜフ *** ヒフ,level51 vocab
聡い,smart,I ADJECTIVE,さとい,この子は本当に聡い子だよ。,This is a really smart kid.,,,,,"This is a single kanji with an い on the end, meaning you know it's probably an adjective. What's another way of saying wise? Smart or discerning.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn this reading yet, so here's a mnemonic to help you: What did you do to get so smart? You sat (さと) in class all day. You didn't even get up after class was over. You planted your butt down and sat in your desk until class started again the next morning. You absorb knowledge through your behind, so as long as you sat down all day, you sucked up all the knowledge in the world!",サトꜜイ,level51 vocab
郊外,suburb,NOUN AND NO ADJECTIVE,こうがい,都心と郊外、どちらに住みたいですか。,Would you rather live in the city center or the suburbs?,,,,,Suburbs on the outside of town are still suburbs. They're sometimes called the outskirts of town too.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,コꜜーカ°イ,level51 vocab
近郊,suburbs,NOUN,きんこう,私は東京近郊に住んでいます。,I live in the suburbs of Tokyo.,,,,,Suburbs near you are still suburbs. They're all pretty much the same.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,キンコー,level51 vocab
山頂,summit,NOUN,さんちょう,富士山の山頂には住所がありません。,There is no address for the summit of Mt. Fuji.,,,,,The mountain summit is still called the summit.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,サンチョー,level51 vocab
召喚,summon,"NOUN, SURU VERB, AND NO ADJECTIVE",しょうかん,魔法使いを召喚しました。,I summoned a magician.,,,,,"If you call someone by screaming, you're probably trying to summon them like a magician would. Magicians have to scream their spells out in order for them to work. So you have to scream out their name when you call them if you want to summon someone.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ショーカン,level51 vocab
苗字,surname,NOUN AND NO ADJECTIVE,みょうじ,その苗字、初めて聞きました。,That was the first time I’d heard that surname.,,,,,"A seedling letter is the very first letter you learn when you're little. What's the first thing you learn to spell when you're little? Your surname! You need to know who your family is, otherwise if you get lost or something happens, you won't know how to get home! Or even who you are!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,,level51 vocab
沸く,to boil,INTRANSITIVE VERB AND GODAN VERB,わく,私はお湯が沸くのを待っている。,I’m waiting for the water to boil.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means boil, so the verb version is to boil. It can also be used to mean to get excited, because you're boiling with that excitement.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn this reading yet so here's a mnemonic to help you: What do you want to boil for dinner tonight? Walrus (わ). Boiled walrus is a delicacy where you're from, and the only way to be able to eat it's yummy walrus flesh it to boil it for a long time until it's soft. Mmm smells good.",ワク,level51 vocab
覆う,to cover,TRANSITIVE VERB AND GODAN VERB,おおう,私の庭は落ち葉に覆われています。,My garden is covered in fallen leaves.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means cover, so the verb version is to cover or to hide.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn this reading yet, so here's a mnemonic to help you: You decide to cover yourself with a sheet because you want to pretend to be a ghost. But covering yourself isn't enough. If you really want people to believe in your disguise you have to say, ""おお!"" Otherwise they'll think you're a covered chair or a bush. If you おお at them they'll definitely know you're a ghost covered in that sheet.",オーウ *** オオꜜウ,level51 vocab
召す,to humbly call,TRANSITIVE VERB AND GODAN VERB,めす,あなたのお姉さまは神に召されたのですよ。,Your older sister was called by the gods.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means call, so the verb version is to humbly call. It can also be used as to humbly eat or to humbly invite too. It's a really useful word like that. As long as you remember it's the humble way of doing things you should be fine.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: If you want to humbly call out to someone you need to make sure you don't look them in the 目 (め) because that's super rude. Always remember to turn your 目 away to show respect.",メꜜス,level51 vocab
頂く,to humbly receive,TRANSITIVE VERB AND GODAN VERB,いただく,お祝いを頂き、本当に有難うございます。,Thank you very much for your congratulations.,,,,,"If you humbly do something you are going to humbly receive, to humbly accept, or eat or drink it. Basically you're humbly doing a lot of things. And you can use this word for all of them!","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn this reading yet, so here's a mnemonic to help you: You technically already know this reading! You know how people say いただきます? Well that's the same as this! You're humbly receiving your meal. So to humbly receive is いただく!",イタダク,level51 vocab
挟む,to insert,TRANSITIVE VERB AND GODAN VERB,はさむ,パンにハムと卵を挟みました。,I put the egg and ham between the bread.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means between, so the verb version is to insert or to put between.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You learned this reading already so you should be able to read it!",ハサꜜム,level51 vocab
喚く,to shout,INTRANSITIVE VERB AND GODAN VERB,わめく,酔っぱらいが喚いているんだよ。,A drunk guy is shouting.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means scream, so the verb version is to scream or to shout.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn that reading with this kanji, so here's a mnemonic to help you: If you want to shout at someone you should pick a word that will really hit them. Give them a big whammy (わめ) to the face! Hey, that word works. Shout WHAMMY!",オメꜜク *** ワメꜜク,level51 vocab
浸す,to soak,TRANSITIVE VERB AND GODAN VERB,ひたす,どうして野菜を水に浸しているの？,Why are you soaking the vegetables in water?,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means immersed, so the verb version is what happens when you immerse something in a liquid. It's to soak or to dip.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You already learned this reading when you learned 浸る, so you should know this one too.",ヒタス *** ヒタꜜス,level51 vocab
耕す,to till,TRANSITIVE VERB AND GODAN VERB,たがやす,この機械で畑を耕すんですよ。,I’ll plow the field with this machine.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means plow, so the verb version is to plow or to till.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn this reading yet, so here's a mnemonic to help you: You need to till your land because you want to have a tiger yard (たがや). Thats either when you have a yard full of live tigers, or you plant bushes and shape them into tigers. I hope it's the second kind of tiger yard. Either way, you have to plow the land to get it ready.",タカ°ヤꜜス,level51 vocab
枯れる,to wither,INTRANSITIVE VERB AND ICHIDAN VERB,かれる,せっかく植えた木が枯れてしまいました。,The tree I took great pains to grow withered.,,,,,"This word consists of kanji with hiragana attached. Because the hiragana ends with an う sound, you know this word is a verb. The kanji itself means wither, so the verb version is to wither or to die.","Since this word consists of a kanji with hiragana attached, you can bet that it will use the kun'yomi reading. You didn't learn this reading yet so here's a mnemonic to help you: How do you get plants to wither? You hit them with your car (か). It isn't very good for your car either, but the plants will definitely die, so problem solved!",カレル,level51 vocab
不貞,unfaithful,"NOUN, NA ADJECTIVE, AND NO ADJECTIVE",ふてい,妻が不貞をはたらいたので、離婚しました。,My wife was unfaithful so we got divorced.,,,,,"When you do not have chastity, it's probably because you were unfaithful to your promise to whoever you told you'd stay chaste to.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,フテイ,level51 vocab
玄米,unpolished rice,NOUN,げんまい,玄米は体に良い。,Unpolished rice is good for your health.,,,,,"Mysterious rice is unpolished rice, or brown rice. You're used to seeing nice white rice, so seeing rice look any other way is really strange for you.","This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 米 so here's a mnemonic to help you: The biggest problem when you buy unpolished rice is the mice (まい)! Mice like to eat and sleep in unpolished rice, so you have to be careful when you buy a bag that you get rid of all the sleeping mice before you try to cook it.",ゲꜜンマイ,level51 vocab
花瓶,vase,NOUN,かびん,これは素敵な花瓶ですね。,This is a beautiful vase.,,,,,A bottle for flowers is a vase. You should get some flowers and put them in a vase for someone special right now.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,カビン,level51 vocab
渦中,vortex,NOUN,かちゅう,彼は離婚騒動で渦中の人だよ。,He’s in a vortex of divorce turmoil.,,,,,In the middle of a whirlpool you'll find a spinning vortex of water. You really don't want to get sucked in there.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,カチュー *** カꜜチュー,level51 vocab
洗濯機,washing machine,NOUN,"せんたくき, せんたっき",洗濯機が壊れたみたい。,The washing machine seems to be broken.,,,,,A wash wash machine is just another way of saying washing machine. It does extra washing that you can't do by hand so there are two washes here.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,センタクꜜキ *** センタꜜクキ,level51 vocab
渦,whirlpool,NOUN,うず,海に渦が発生するのはどうして？,Why do whirlpools appear in the ocean?,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"Since this word is made up of a single kanji, it probably uses the kun'yomi reading. You did not learn this meaning, so here's a mnemonic to help you to remember: There are lots of whirlpools at the uni zoo (うず). Unis really like being spun around in whirlpools, so when you go to the zoo to see them look out for the tank full of them!",ウꜜズ,level51 vocab
聡明,wisdom,NOUN AND NA ADJECTIVE,そうめい,三村崇は非常に聡明な少年だった。,Takashi Mimura was a very wise boy.,,,,,"A wise and bright person has a lot of wisdom. In fact, they have so much that it's showing up as brightness their your skin.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ソーメイ,level51 vocab
殊勝,admirable,NOUN AND NA ADJECTIVE,しゅしょう,あいつは殊勝な女だったよ。,That’s an admirable woman.,,,,,When you win especially well everyone will find you admirable. So get out there and win!,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,シュショー,level52 vocab
不倫,adultery,"NOUN, NA ADJECTIVE, AND NO ADJECTIVE",ふりん,どうやら妻が不倫をしているようなんです。,It seems that my wife is committing adultery.,,,,,"If you do not have any ethics you'll probably do something crappy, like commit adultery. Usually only unethical people do that stuff, right?",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,フリン,level52 vocab
没後,after death,NOUN,ぼつご,没後50年を記念した展覧会を予定しています。,A commemoration exhibition is planned 50 years after their death.,,,,,"All the art, music, or books that come out after a person dies are considered to be released after death or posthumously.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ボツコ° *** ボꜜツコ°,level52 vocab
覇気,ambition,NOUN,はき,うちの息子は、若いのに覇気が無い。,"Despite his youth, my son lacks ambition.",,,,,If you have the leadership spirit it means you have a lot of ambition to go after the things you want. And you'll be able to lead others because of it.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ハꜜキ,level52 vocab
出没,appearing frequently,NOUN AND SURU VERB,しゅつぼつ,日本各地でクマが大量出没している。,Bears appear frequently in large quantities all over Japan.,,,,,"Animals exit the mountains into your land and never seem to die! They end up appearing frequently in your garden, eating all your yummy carrots and watermelons, and then make their exit back into the hills. They're infesting your home now and you don't know what to do!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,シュツボツ,level52 vocab
擁立,backing,NOUN AND SURU VERB,ようりつ,どうせ出馬者を擁立しようとしているだけだろう。,"Anyway, I think that candidate is the only one I’m going to be supporting.",,,,,Stand behind someone and embrace them. That's how you show them you're backing and supporting them. Do this to your local politicians.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ヨーリツ,level52 vocab
お風呂,bath,NOUN,おふろ,ゆっくりお風呂に浸かりたいなあ。,I want to slowly soak in the bath.,,,,,"Let the wind in from the window above your bath so the water is cool enough for you to take a bath! If the water is too hot, you'll get all dizzy and that's dangerous!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,オフꜜロ,level52 vocab
封鎖,blockade,NOUN AND SURU VERB,ふうさ,銀行が潰れて、預金が封鎖されてしまったんです。,The bank was bankrupted and my account was frozen.,,,,,"A sealed chain won't break or open so it gets in the way of everyone, forming a blockade. This can happen at banks too and it will result in them freezing your account!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,フーサ *** フꜜーサ,level52 vocab
陥没,cave in,NOUN AND SURU VERB,かんぼつ,地震であそこの道路が陥没したそうです。,It looks like that highway over there collapsed from the earthquake.,,,,,"A cave in where everyone dies is still a cave in, just a really sad one.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,カンボツ,level52 vocab
鎖,chain,NOUN,くさり,逃げないように鎖で繋いでいます。,They were tied with chains so they wouldn’t escape.,,,,,The kanji and the word are exactly the same. That means they share meanings as well.,"Since this word is made up of a single kanji, it probably uses the kun'yomi reading. You did not learn this meaning, so here's a mnemonic to help you to remember: The best way to break out of the chains life puts on you is to put on a cool sari (くさり). A cool sari will remind you where you come from. Who your family is. And how beautiful you look. Cast off those chains and put on a cool sari!",クサリ,level52 vocab
連鎖,chain,NOUN AND SURU VERB,れんさ,まずはこの負の連鎖を断ち切る必要があります。,"First, you must sever ties with this negative chain.",,,,,"If you take along a chain with you it's still a chain, it's just moving somewhere new.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,レꜜンサ,level52 vocab
突貫,charge,NOUN AND SURU VERB,とっかん,突貫工事で犬小屋を建てました。,We built the doghouse by constructing it at top speed.,,,,,"Pierce someone when you stab them with a mighty charge with your sword. Better yet, hit them with your lightning attack!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,トッカン,level52 vocab
慢性,chronic,NOUN AND NO ADJECTIVE,まんせい,私は慢性胃腸炎を患っているんです。,I suffer from chronic gastroenteritis.,,,,,"If it's in your nature to ridicule people, it will become a chronic problem. You can't change something that's so imbedded in who you are, which is a shame, since you're a jerk.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,マンセイ,level52 vocab
陳腐,cliched,NOUN AND NA ADJECTIVE,ちんぷ,陳腐な台詞しか思い浮かびません。,I can’t think of anything but cliched lines.,,,,,"If you keep exhibiting the same actions and emotions and phrases eventually they're going to rot and sound cliched to everyone. You have to mix things up once in a while. You don't want to get stale, do you?!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own. Just watch out for ふ becoming ぷ.,チꜜンプ,level52 vocab
閉鎖,closing,"NOUN, SURU VERB, AND NO ADJECTIVE",へいさ,このプールは今月で閉鎖されます。,The pool is closed this month.,,,,,A closed chain lets everyone know that a building or store is closing for good. It's got to lockout everyone so they won't try to get in anymore.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ヘイサ *** ヘꜜイサ,level52 vocab
冷遇,cold reception,NOUN AND SURU VERB,れいぐう,彼は実力があるのにどうしてこんなに冷遇されているんですか。,If he’s so great then why did he get such a cold reception?,,,,,When you are given cool treatment it's called a cold reception or inhospitality. This sucks.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,レイク°ー,level52 vocab
制覇,conquest,NOUN AND SURU VERB,せいは,わが校の野球部が、秋のリーグ戦を制覇しました。,Our school’s baseball club dominated the autumn league match.,,,,,Those with leadership who want control will set out on missions of conquest and strive for world domination!,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,セꜜイハ,level52 vocab
恒常,constant,NOUN,こうじょう,このシステムで部屋の温度を恒常に保っています。,With this system we can consistently keep it at room temperature.,,,,,"The constant normal things in your life are also constant. If you normally always do them, then they're also probably apart of your everyday routine.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,コージョー,level52 vocab
欠陥,defect,NOUN,けっかん,消費者からこの商品の安全性の欠陥が指摘されています。,The safety defect in this product was identified by consumers.,,,,,If there is a cave in because it was lacking something that means there was a defect or a fault in there somewhere.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ケッカン,level52 vocab
遭難,disaster,NOUN AND SURU VERB,そうなん,危うく遭難するところでした。,We narrowly missed having a disaster.,,,,,If you encounter something difficult it's going to result in disaster. Especially if you're in a boat. Encountering really difficult water will result in a shipwreck! Ick!,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ソーナン,level52 vocab
没,discard,NOUN AND SUFFIX,ぼつ,こないだの原稿は没になってしまった。,The manuscript was rejected the other day.,,,,,"When a plant or an animal dies you have to discard it. You can't just keep it sitting around the house, that's weird.","This has the same reading as the kanji you learned, meaning you know the reading!",ボꜜツ,level52 vocab
抱擁,embrace,NOUN AND SURU VERB,ほうよう,その映画の、主役の二人が甘い抱擁を交わすシーンがとても美しかったよ。,The scene in that movie where the two leading actors exchanged a sweet embrace was so beautiful.,,,,,An embrace and a hug are pretty much the same thing. So you're still going to embrace and hug people!,"This is a jukugo word that uses the on'yomi readings of the kanji. You didn't learn this reading for 抱 yet, so here's a mnemonic to help you: Who gives the best hugs in the world? Harry Houdini (ほう)! He knows what it's like to be hugged too tightly because he's always in straight jackets. So his hugs are nice and gentle. Just the way you like them!",ホーヨー,level52 vocab
遭遇,encounter,NOUN AND SURU VERB,そうぐう,悲惨な交通事故に遭遇しました。,I encountered a tragic traffic accident.,,,,,"It doesn't matter what kind of treatment you get on your encounter with new people because it's the encounter itself that's scary! Don't worry, people are just people. They shouldn't make you nervous.",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ソーク°ー,level52 vocab
我慢,endurance,NOUN AND SURU VERB,がまん,おしっこを我慢するのは体に悪い。,Holding your pee is bad for your health.,,,,,"I get ridiculed a lot, but it makes me have really strong endurance. If you get picked on a lot, just say, ""I have patience and self control, and I can make it through this.""",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,ガꜜマン,level52 vocab
境遇,environment,NOUN,きょうぐう,自分の不幸を境遇のせいにするんじゃない。,You can’t blame your environment for your own unhappiness.,,,,,"The treatment of your boundary of your neighborhood is something you should be concerned about, because it's your environment and if you don't take care of it, who will?",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,キョーク°ー *** キョーク°ꜜー,level52 vocab
噴火,eruption,"NOUN, SURU VERB, AND NO ADJECTIVE",ふんか,富士山が噴火したらどうなると思いますか。,What do you think would happen if Mt. Fuji erupted?,,,,,When a volcano erupts with fire it makes a really big eruption. You should probably start running.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,フンカ,level52 vocab
噴煙,eruption of smoke,NOUN,ふんえん,噴煙を上げる桜島の写真を撮りました。,I took a picture of the eruption of smoke rising over Sakurajima.,,,,,"Sometimes volcanoes erupt with just smoke instead of lava or fire. That's called an eruption of smoke. I know, it's not as cool in English. But now you can use the cooler Japanese word!",This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,フンエン,level52 vocab
恒例,established practice,NOUN,こうれい,うちの会社では、毎年恒例のクリスマス会があるんだよ。,It is an established practice at my company to have a Christmas party every year.,,,,,Constant examples that you use all the time end up becoming part of an established practice. You constantly use them so it just stays that way after a while.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,コーレイ,level52 vocab
倫理,ethics,NOUN AND NO ADJECTIVE,りんり,ちゃんと職業倫理を守ってください。,Please abide by business ethics properly.,,,,,Ethics and reason together in a person make them have very strong ethics and morals.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,リꜜンリ,level52 vocab
陳列,exhibition,NOUN AND SURU VERB,ちんれつ,あなたは、パン屋のむき出しの陳列についてどう思いますか。,What did you think of the bakery’s exposed exhibition?,,,,,An exhibit of things in a row only happens at an exhibition. Everything will be neatly lined up on display for you there.,This is a jukugo word that uses the on'yomi readings of the kanji. You should be able to read this on your own.,チンレツ,level52 vocab
