kanji,meaning,onyomi,kunyomi,radicals,radical_names,meaning_story,meaning_hint,reading_story,reading_hint,tags
刷,printing,さつ,す,"尸, 巾","Flag, Two Face, Ribs","There is a flag with Two Face on it, with criss crossed ribs. This flag isn't for some weird Two Face pirate ship. It's for his printing shop, 'Two Face Printing.'",Think about how it's a really weird flag to have on a shop for printing. Super weird. Maybe talk to him about it and tell him it's not very effective.,"When you tell him his printing shop flag is dumb, he asks you how many faces you saw on it. You say 'I saw two (さつ) faces on there.' 'Hmm,' he replies. 'That's the right amount of faces you saw.'","You really saw two faces? I think if you saw the two faces, you'd get it.",kanji level43
珍,rare,ちん,めずら,"彡, 王","Hair, King, Hat","The king's hat, not to mention the hair stuck to said hat, is incredibly rare. If you have your hands on either of these things, you'll be a rich duck.",Imagine yourself holding a king's hat covered in his hair. Who will you sell it to? This is such a rare item!,Then you look closer at the hat. It's about to get even rarer. Attached to the hair is the king's chin (ちん).,"Not sure how it got there, but you'll make a pretty penny from this. The king only had one chin, so that's about as rare as they come.",kanji level43
封,seal in,"ふう, ほう",-,"土, 寸","Grave, Measurement","You need two graves, so you make a measurement for the two graves. You need some graves that are big enough to fit one giant demon which you plan to seal in to the graves.",Imagine you have to seal in a huge demon. Go through the sealing in process in your mind to do it.,"The only way you can seal in that demon is to lure it in with lots of food (ふう). The more food you have, the easier sealing it in there will be. By the way, this has another reading you should probably know. It’s ほう. You need to use a hoe (ほう) to make the graves in the first place. A shovel would be better, but you like hoes more.",Mmmmmm. Foooood. Seal that demon in and then get some food for yourself. Dealing with demons is hungry business.,kanji level43
斉,simultaneous,"せい, さい",-,斉,Stilts,If you use stilts you are using two sticks to walk on simultaneously.,"You can't use one, you have to use two, and you have to use them at the same time.","Who is using the stilts simultaneous to you? He's hugging you from behind, using your stilts with you, and he is the Japanese comedian Hard Gay (せい).","He yells out SEI SEI SEI while doing his famous thrust motion, throwing off your balance.",kanji level43
沈,sink,ちん,しず,尢,"Pirate, Tsunami",If a tsunami hits a pirate they are going to sink no matter how good of a pirate captain they are.,Tsunamis are big. Pirates are small. Simple as that.,"As the tsunami comes to sink the pirate, the pirate holds his chin (ちん) up high. He will die with dignity.","Imagine this dignified chin-holding-up-high pirate. Nod your head, because you know he got what he deserves.",kanji level43
撲,slap,ぼく,-,業,"Business, Nailbat","A nailbat business is a pretty tough business to run. The employees, especially are pretty dumb, since their only job is to put nails into bats. You can't stand how dumb they are, so you spend a lot of time slapping them.",Slap those nailbat business employees of yours. Do you enjoy it? You're sick.,"ぼく is one way to say 'I' in Japanese, usually used by dudes. But, you are going to use it here, because you always want to remind your nailbat business staff that 'ぼく am the boss, here. Not you. ぼく (ぼく).","Say that phrase out loud with the ぼく. You're the boss, now.",kanji level43
裂,split,れつ,さ,"歹, 衣","Bad, Clothes, Ribs","If you have bad ribs, they are going to come out of your body and out of your clothes, causing your clothes and body to split in half.","That's about as bad as ribs come, seriously. Ribs that try to split you in half? That's crazy. Imagine it happening to you.","As they split your body and clothes in half, your ribs scream: 'LET'S (れつ) GET OUT OF HEREEEEE!'",They fly out of your splitting body yelling that phrase. You can't believe it.,kanji level43
潮,tide,ちょう,しお,月,"Moon, Tsunami, Morning","A tsunami in the morning then some other watery action, all caused by the moon. All this watery action caused by the moon is known as the tide.","Imagine the moon doing something to make the water go up and down, causing the tides to take place.","You're looking at the tide charts, thinking the moon will be all reliable, only to learn that Mrs. Cho (ちょう) is actually on the moon in her evil villain base, controlling the tides.","Everyone thought it was the moon's gravity. Instead, it's just Mrs. Cho. She causes all the tsunamis! What an evil lady.",kanji level43
貢,tribute,こう,みつ,"工, 貝","Construction, Clam",The construction of a giant clam statue was made in tribute to the giant clam people who will eat us if we do not provide good enough tribute.,Imagine this giant statue. It's pretty amazingly big. What a great tribute.,Next to it is another tribute statue. Even more terrifying than the giant clam people is こういち (こう).,Be in fear of this powerful god. You must provide more tribute!,kanji level43
誰,who,-,だれ,"言, 隹","Say, Turkey",Who will say turkey? Who? WHO???,"Say 'who' over and over again, demanding someone says 'turkey,' for some reason.","Then, someone says turkey. 'Who said turkey? You? How dare (だれ) you.'",You're so mad at that person even though you demanded someone say turkey.,kanji level43
斗,ladle,と,-,斗,Chopsticks,"The chopsticks were not enough, they could not grab the soup from the bowl. You'll need a ladle to do that.","You can't use chopsticks for this, you need something that can hold liquid, like a ladle.","As you use the ladle to distribute your soup, you find that there's something odd in this soup... it is a toe (と) soup, full of people's toes!","Imagine the horror! Then, try eating a toe. How does it taste?",kanji level44
刃,blade,"じん, にん",は,刃,Blade,The radical blade and the kanji blade are exactly the same.,Just know your radicals!,"You have a blade, your enemy does not. This is going to end well for you. You're so happy you laugh out loud: 'HA (は) HA HA HA! I WIN!'","Imagine yourself holding a blade and laughing. Go ahead and pretend to do it right now, wherever you are. Give it a good, evil laugh. Now put down that blade and stop laughing or the police will get the wrong idea!",kanji level44
砲,cannon,ほう,-,"石, 包","Stone, Wrap","You put a stone into a wrap of some kind. This wrap happens to be a cannon, and you're shooting off the stone, just like I used to do to boats with the cannon we had growing up for some reason.","This makes a lot of sense when you think about it, right? The muzzle of the cannon wraps around the rock, then you shoot the rock. Boom!","You want to do a trick with your cannon, though. You want to shoot someone out of it, so of course you use Houdini to do the trick.","You shoot houdini out of the cannon, but when you look, he's gone! What an amazing magician, able to disappear like that. Oh wait, that's because you shot him out of the cannon.",kanji level44
笠,conical hat,-,かさ,"立, 竹","Stand, Bamboo","A bamboo thing you put on your head to stand taller would probably be a hat. A bamboo hat is probably one of those hats you think of when you think of rice farmers, a conical hat.","You know the ones I'm talking about? They're cone-shaped, sort of, and they go on your head, keeping the sun off your face.","A conical hat is kind of like an umbrella on your head. What's the reading for 'umbrella' in Japanese? Why, it's kasa (かさ)!","Think about a bamboo umbrella on your head. They're pretty similar in shape, after all.",kanji level44
竜,dragon,りゅう,たつ,竜,Dragon,"The dragon radical is the same as this kanji, which is dragon.","Not to dragon with it, but make sure you know your radicals so you know your kanji!","Imagine a dragon. You are talking to it, which is already pretty strange, but as you're talking, he turns into the Street Fighter Character Ryuu (りゅう).",Then imagine after his transformation he attacks you using his Street Fighter moves. 'Hadouken!',kanji level44
縁,edge,"えん, ねん",ふち,"糸, ヨ, 豕","Thread, Wolverine, Pig","A thread is holding a wolverine and a pig to the ground, prevening them from going over the edge.","You'd think someone would use a rope or something to prevent their prize animals from jumping over the edge, but this farmer doesn't seem to care.","The thread is on a spool, too, which makes it even worse, because as they run off towards the edge, they'll eventually reach the end of the spool, which means it won't be holding them anywhere.","As they're running towards the cliff, yell to them: 'NO! You will reach the end of your spool! Stopppppp!' Then watch them reach the end of their spool and fly off the edge.",kanji level44
忍,endure,にん,しの,"心, 刃","Heart, Blade","If someone puts a blade to your heart, you're going to have a rough time. They leave it there, for a long long time. They aren't going to cut you, but you can't move. You have to endure the pain and uncomfortableness of the situation.","Imagine your chest and ribs are open. There's a blade on your heart. Now try not to move, or your heart will be cut!","This is all a part of your ninja (にん) training. You must learn to stay totally still, without breathing. This is how they train you. If you can endure this you can endure anything, plus you can stay really still, which is good for ninjas.","Just think about how much you want to become a ninja. You'll do anything, even endure this.",kanji level44
釣,fishing,ちょう,つ,金,"Gold, Pool","A gold pool is where you're going to go fishing. Because, if the pool is gold, hopefully the fish are too.","Imagine yourself fishing in a gold pool, catching golden fish. What a great fishing spot this is.","You caught a couple of gold fish. Two (つ) gold fish, actually!","Count your golden fish. They're so nice! They're also worth their weight in gold, because, well, they are gold.",kanji level44
吉,good luck,"きつ, きち",よし,吉,Longcat,A longcat will bring you good luck.,Imagine your longcat that you have hanging from your belt. People ask you why you have a long cat hanging from your belt. You say it's for good luck.,"This whole long cat for good luck thing is working so well for you! You decide to make some do it yourself kits (きつ) to make a good luck long cat and sell them to other people. It's so easy to make, you can make it in your kitchen (きち).","Put together these kits in your kitchen in your head. What would they include? Cats? Stretchers to stretch out not-long cats so that they become long? Imagine making one yourself, using a kit in your kitchen.",kanji level44
粒,grains,りゅう,つぶ,"立, 米","Stand, Rice",The part of rice that stands up tall in the air (at the end of the stalks) is the grains.,If you think about this one it'll make good sense. Just imagine rice stalks standing up into the air.,You have a box of grains. Ryuu (りゅう) from Street Fighter is doing training by punching the grains to strengthen his fingers.,"He has his hands flat, and stabs his hands into the grains. Yah! Yah! Yah!",kanji level44
髪,hair,はつ,かみ,"彡, 長, 友","Hair, Long, Friend",Your long hair is your friend. It's your hair and you're so proud of it.,"Just feel your hair, it's such a good friend, and you wish it was longer.",Who gave you this hair? Probably the great 神 (かみ) of hair. You deserve this great hair.,Pretend to pray to the great hair 神. What is his reply? Does he give you more hair?,kanji level44
丘,hill,きゅう,おか,"一, 斤","Ground, Axe","An axe lay in the ground, atop a hill.","The axe in the ground on top of the hill really shines. The sun is coming up behind it, silhouetting the whole thing very nicely.","Also up there is the cutest (きゅう) little animal you've ever seen. It scampers around on the hill, then runs into the axe, cutting itself in half.",The cutest thing in the world! What have you done!!? Why did you leave your very sharp axe there?,kanji level44
俺,i,-,おれ,"大, 田, ｲ","Big, Rice Paddy, Leader, Umbrella","The leader of a big rice paddy is standing in the middle of said rice paddy with an umbrella. Who is this wacky leader? Why, it is I. It is me.","Imagine that this leader is you. Be rough about it, because 俺 is the 'rougher' version of 'I.' You should only use it in casual situations or if you're a badass.",Why am I standing in the middle of this rice paddy with an umbrella? I'm digging for ore (おれ).,"More acurately, I'm standing here with an umbrella so I don't get wet. My minions are doing the ore digging, but I am watching to make sure they don't slack off.",kanji level44
僕,i,ぼく,-,"ｲ, 業","Leader, Business",A leader of business? Ha! That's me! That's I!,"This version of I is more boyish. It's a sort of young man / boy way of saying 'I,' though you'll hear women use it too sometimes (it's a teensy bit tomboyish though).","ぼく is one of the more common ways to say 'I' in Japanese. If you're on level 44 of WaniKani, you probably already know that, so you know the reading for this as well.","Hopefully my assumption is correct. If it's not, learn it on your own! Good luck!",kanji level44
寸,measurement,すん,-,寸,Measurement,The measurement radical and the measurement kanji are exactly the same.,"If you make sure to know the radicals, you'll also make sure to know the kanji too, automagically.",You want to measure something... something that will make you famous. You decide you'll measure the biggest mass in our solar system. We're talking about the sun (すん).,"Imagine yourself deciding to do this. First step is to get a ridiculously long measuring tape. Then, you go up to the sun and start measuring. You immediately start getting burned. Feel the pain of the heat from the sun. Think about how this really probably wasn't a good idea. You still go forward, though, doing your best to measure the sun. Ouch, ouch, ouch.",kanji level44
桃,peach,とう,もも,"木, 兆","Tree, Omen","The tree has an omen growing from it, one single peach that is the size of a house. Inside is a child who will save the village from demons.","Of course, this tree omen of a peach refers to momotaro, the little boy who was born from a peach (you should look it up if you don't know this children's story).","If momotaro (もも) wasn't enough, think about the peach growing larger and larger. You want it to grow bigger, so you yell at it: 'MORE! MORE!' (も).","It grows bigger everytime you say 'MORE MORE' twice. If you say it just once, it stays the same.",kanji level44
梨,pear,-,なし,"木, 禾","Tree, Pine, Ribs","A pine tree with ribs on it that is a tree... well, of course it is a tree. That's pretty dumb. But, it is fascinating this pine tree has ribs. What is hidden in those ribs? Perhaps a tree's heart? You pull the ribs back and the tree screams in terror, but it can't go anywhere because it's a tree. Inside is a beating... not heart... but a pear. A beating pear.","You grab the beating pear and take it out of the tree, which screams some more. Take a bite out of this pear-heart thing and think about how it tastes.",It's so good. Sooo sooo good you gnash (なし) your teeth at the tree.,"I want more pear hearts, you yell! So you go around pulling the ribs back from the trees all around you, taking their pear hearts and eating them raw.",kanji level44
姫,princess,-,ひめ,"女, 臣","Woman, Servant","The woman servant is the lower ranking princess. The queen is no servant. Hecks no. Just the princess, because she's a servant to what her parents tell her to do.","Just imagine a princess saying 'UGH, I'm just like a servant, I have to do all the crap you tell me.' Then, all the servants roll their eyes, because, really, she's a princess, lucky duck.",The princess goes on to do whatever she wants. She tells the real servants: 'don't tell my daddy the king I did this. He may (ひめ) not like it.',"The servants all know they should tell the king, because the princess is a servant to the king, just as they are, plus they don't want to lose their heads.",kanji level44
娯,recreation,ご,-,"女, 呉","Woman, Catapult",A woman loves her catapult for some good ol' fashioned recreation.,"You ask the woman what she does for fun... for recreation. She says, she goes out and shoots her catapult.",Her favorite thing to shoot at with her catapult for recreation is Godzilla (ご).,"Get out of here, Godzilla! I'm gonna shoot you.",kanji level44
謎,riddle,-,なぞ,"米, 言","Rice, Say, Water Slide","Here's what I say: What's the difference between a water slide and rice? That is my riddle, and if you can figure it out you're pretty smart.","Try to think of the riddle as a riddle, and then try to figure out the riddle (hint: I don't know the answer either).",The only person who can answer this riddle are the Nazo (なぞ).,Go seek out the Nazo and see if you can figure out the answer of this riddle.,kanji level44
侍,samurai,-,さむらい,"ｲ, 寺","Leader, Temple","The leader of the temple isn't a monk like you'd expect. It's a samurai, who protects the monks in return for prayers that keep him safe.","You walk up to a temple and you'er surprised to find that there's a samurai guarding it. Talk to him for a while so he can tell you why he has been doing this job. He's quite a nice guy, actually.","The reading is samurai, which should be easy enough to remember.","If you know the meaning you know the reading as well! That doesn't happen too often with kanji, so consider yourself lucky!",kanji level44
叱,scold,-,しか,"口, 七","Mouth, Seven",From my mouth I have told you seven times not to do that. Now I have to scold you.,SEVEN TIMES! You'd think you'd learn.,What were you doing wrong that caused me to scold you? You were feeding the 鹿 (しか). If you feed them they'll never be able to feed themselves!,"Imagine yourself feeding the deer, then getting scolded (or you doing the scolding to someone else feeding the deer, whichever works best).",kanji level44
棚,shelf,ほう,たな,"木, 月","Tree, Moon","A tree with two moons on either side, holding the tree up in a horizontal angle, is a shelf.","So, your shelf is made up of a tree and two moons. Imagine this shelf and put things on it. The moons are kind of rolling around, making it hard to build your shelf.","Your moon shelf is great. It's also huge, because moons are really big. That means you can store a ton-a-stuff (たな) on it.","Think about the ton-a-stuff you're going to put on there. Like, literally, measure out a ton of things and put them on there. It can hold it!",kanji level44
叫,shout,きょう,さけ,口,"Mouth, Four","Take a mouth, now multiply it by four. Four mouths are so loud, and with four mouths you can really shout.","Imagine four mouths shouting at you, all at once. HEY YOU. Also, this is different from the 'seven mouths' of scold (叱), because you need more mouths to scold someone, since the whole goal is to make them feel bad. Four is enough for a shout, though.",They are shouting the word '今日!' (きょう). Why? Because they want something happening today.,"If you imagine them as being irritating enough and loud enough, you'll probably remember the 今日 part too. Why are they yelling 今日 over and over again with their four mouths?",kanji level44
匹,small animal,-,ひき,"儿, 匚","Legs, Cage",In the cage there are some legs. They are the legs attached to a small animal.,"You can only see the legs, though, because a cloth is covering the cage. What kind of small animal is it? Try to look.","You look up through the cloth, and see a hairless cat. This small animal is hairless, but most surprisingly is covered in hickies (ひき).","Who is giving this cat all those hickies? Pretty gross, if you ask me.",kanji level44
辛,spicy,しん,"から, つら",辛,Spicy,The spicy radical and spicy kanji are exactly the same! Hot!,,"Imagine eating this spicy food, becoming blinded by the spicy heat, and knocking your shin (しん) on something while you bumble around.",It's bleeding profusely and really hurts a lot. Plus your mouth is still burning from that spicy food you ate. It's pure agony.,kanji level44
芽,sprout,が,め,牙,"Fang, Flowers","A flowers fang is the bud that comes out of the ground. It's like a little fang, coming from the earth, and it will become a flower someday. This is a little sprout.","Imagine a bunch of these. They look like big fangs poking out of the ground (that is, until they bloom and get into the air).","When the sprout gets out of the ground and opens up, instead of a flower there is a human-looking 目, looking right at you.","You look at all the sprouts. They have all turned into 目s, looking straight at you. You're terrified.",kanji level44
嵐,storm,-,あらし,"山, 風","Mountain, Wind","The mountain wind coming down from the mountains is very fierce. It is so fierce it's a lot like a storm. Well, it is a storm, really.","If you think about it makes sense. Those mountain winds that come down from the mountain are cold and windy and nasty. When they mix with warmer air down below, it creates a nasty storm.","A storm is nothing to scoff at. If you get hit by the storm and get all wet and nasty and electrocuted, you're bound to get a rash (あらし).",The rash comes from being wet and not drying off when you get home. Your skin gets irritated by this moisture.,kanji level44
涙,teardrop,るい,なみだ,"大, 戸","Big, Door, Tsunami","A tsunami goes through a little door, and plops down a big drop on your face. This tsunami is your tears inside your eye area. The door is your tear duct. The big drop is the teardrop coming down your eye.","Imagine a teardrop going through this process to get out of your eye, though in a more miniature teardrop size.","Your teardrops always come at the worst times, ruining (るい) serious and/or happy moments. You can't stop crying. it is ruining your life!","Think of several inappropriate situations to cry in. Put yourself in them. Think about how all this crying is ruining things, for real!",kanji level44
雷,thunder,らい,かみなり,"田, 雨","Rice Paddy, Rain",Rain on a rice paddy means only one thing... thunder! Get off the rice paddy! There's nothing but you to attract the thunder!,Imagine hearing the thunder as you run. It is getting closer.,You can't run fast enough to escape the thunder so you hitch a ride (らい) from someone driving by.,"Thank goodness, that was a close one. The guy who picks you up is named Ryan, though he likes it if you call him Ry (らい).",kanji level44
缶,tin can,かん,-,缶,Can,"While the radical is can, it refers to a tin can, which is almost the same thing.","I'll also allow can, though I really prefer it if you answer tin can, because that's a better thing to have in your mind.",The reading is unbelievably easy. A tin can is a can (かん).,"I can't make this stuff up. It's too easy to remember, almost.",kanji level44
塔,tower,とう,-,"土, 合","Grave, Suit, Flowers","The grave of flowers really suits this spot. The flowers have replaced a tower which was here long ago, and the flowers look way better than the old tower that was once here.","Imagine the tower that used to be here. Now imagine the flowers, looking much better. The grave for this tower is flowers, and it is nice.","A tower starts with a とう, or at least kind of.",Imagine the long vowel sound for tower. TOoooower.,kanji level44
朱,vermillion,しゅ,あけ,"丿, 未","Slide, Jet",A slide to get off the jet. It's so beautiful. It's a brilliant vermillion color.,Just imagine it this beautiful color. Look up the color in Google Image search if you don't know what it is.,"The vermillion slide also matches your shoe (しゅ), though only one of them.",Look down at your vermillion shoe. Looks so good.,kanji level44
翼,wing,よく,つばさ,"田, 羽, 共","Rice Paddy, Feathers, Together","A feather is on a rice paddy, and they are attached together. You put a feather on a rice paddy to create a giant airplane. Flawed, sure. But, this rice paddy + feather is going to be one wing of your amazing aircraft.","Imagine a wing that is made of a rice paddy and a feather put together. Doesn't make sense, looks ugly, and probably will not fly. Imagine it anyways. It is your wing.","To make the feather and rice paddy stick together you need some kind of sticking agent. This time we find the original bird that the feather came from and grab its eggs. We break the eggs open and use the yolk (よく). It's pretty sticky, but still probably not aircraft safe.","Imagine using the yolks to stick everything together. It's all over your hands, and things are pretty nasty.",kanji level44
頃,approximate,-,"ころ, ごろ",ヒ,"Spoon, Geoduck","A spoon to measure a geoduck is a very approximate measurement. Geoducks are big, spoons are small. Still, we'll get the approximation going, right?","Do the comparison. A spoonful of geoduck aka a whole geoduck on a spoon. This is a spoonful, right? This is what the recipe wanted, I think...","Maybe this is too much geoduck, even if we're going for an approximate. So, you take the core (ころ) of the geoduck and measure that instead.","That's a little better. Not too much geoduck. Still a lot, but more like an approximate.",kanji level45
菌,bacteria,きん,-,"口, 禾","Mouth, Pine, Flowers",I put flowers in my mouth and pine needles too. It's the only way I know how to get rid of the bacteria that's in there.,"Your mouth is pretty bacteria filled. It's pretty nasty, actually. Certain flowers and certain pine needles will help to kill the bacteria, though.",You learned this bacteria killing trick from your kin (きん).,"Sure, your kin is a bunch of hicks, but they sure know what flowers and such to chew on to get rid of the mouth bacteria.",kanji level45
鐘,bell,しょう,かね,"立, 金, 里","Stand, Gold, Sunflower","On a gold stand is something that looks like a sunflower. It's so beautiful! You inspect it closer, though. It chimes. Looks like this sunflower looking thing on the gold stand is actually a bell.",How did they make a bell in the shape of a sunflower? Amazing bell technology right there. Ring it a few times. It makes a pleasant sound.,"Ah, this makes sense. This fancy bell is a part of a fancy bell show (しょう). For some reason you're standing on the stage where it's being shown off, too, during this show.","Get off the stage, someone yells. You're blocking our view of that bell!",kanji level45
舟,boat,しゅう,"ふね, ふな",舟,Sail,What has a sail? A boat has a sail.,"Not quite the same meaning as the radical, but the connection is clear.","The reading is the same as the kanji 船, though there's an extra reading there as well, ふな. They're close, so you should be able to remember it based off of ふね.",Try to answer ふな a couple times when doing your reviews. It'll help when we get to the vocab part.,kanji level45
嫁,bride,か,"よめ, とつ","女, 家","Woman, House",The woman who makes your house a home is your bride.,"She's in your house because you married her. Thus, she's your bride. Your house is now a home.","Now that you have a bride in your house, you can get rid of your maid (よめ), since your bride will do all the cleaning.","Your bride is very upset at how sexist you're being right now, and makes you do all the cleaning instead. The maid still gets fired.",kanji level45
暦,calendar,れき,こよみ,"日, 木, 厂","Sun, Tree, Cliff","Looking up to the cliff, you see the trees, and the sun shining down on them. Using the sun and the trees (up there on the cliff), you've devised a method to tell what time of the year it is, based on where the shadow from the trees fall. After a while, you develop a bigger system. This system is a whole calendar.",Look at the different shadow patterns. Know what they all mean. This is your very own calendar system.,"Remember the word 歴史, which means 'history'? Using a calendar, you too can remember history (otherwise, who knows when these things happened). So, the reading for this kanji is the same as the reading for 歴史's beginning, because they're related.","Make sure you make the connection between the word 歴史 and this kanji. If you do, it'll be much easier to remember the reading of this kanji.",kanji level45
曇,cloudy,-,くも,"日, 雨, 云","Sun, Rain, Boobs","The sun looks down on the rain boobs, which are just big white fluffy 'boobs' that create rain. When there's a lot of these, it's cloudy.","What does that cloud look like? Kind of like a boob, actually... Hmmm, cloudy days...","Remember 雲? It means 'cloud' and has the same reading as 'cloudy,' making them both くも.",Make sure you know both cloud words and you'll know their readings too.,kanji level45
也,considerably,や,なり,也,Alligator,An alligator is considerably dangerous. Considerably terrifying too. Considerably [put your scary adjective here].,"The radical meaning and the kanji meaning aren't the same, but we'll get through this together. Just put a considerable amount of effort into this and you'll learn considerably more quickly.","Speaking of considerably terrifying, that place known as Narnia (なり) is pretty terrifying. Not sure why children want to go there.","Also, things that are 'considerably' anything start somewhere. They become (なり) whatever 'considerable' thing they are now from something smaller before.",kanji level45
塾,cram school,じゅく,-,"土, 丸","Grave, Circle, Sock","A sock circle, around a grave. This is the symbol which tells you you're at cram school.","Every day walking to cram school you look for this circle of socks around the grave. When you get to it, you know to turn left, and right there will be the cram school you attend.","The sock circle around the grave moves around though, and tries to pull you in. So, to get to cram school you have to juke (じゅく) this thing and run past it.","Imagine yourself doing a juke to get past this weird monster of a grave. You've gotten pretty good at it, though you don't want to be careless. Looks like Carly was the latest victim. Poor Carly, didn't juke well enough.",kanji level45
呪,curse,-,のろ,"口, 兄","Mouth, Older Brother",From the mouth of your older brother comes... a curse!,"Imagine him cursing you. He's not a fan of you, since you are siblings, but to think he'd go so far as to put a curse on you? You can't believe it. What kind of curse did he put upon you?","Turns out, he put the no road (のろ) curse on you, meaning you can never walk on roads.","In your mind, walk around the area where you live. Think about the places you can go that aren't roads. If you try to walk on a road, you can't. This is the no road curse, after all.",kanji level45
湿,damp,しつ,しめ,日,"Sun, Spikes, Tsunami","After the tsunami the sun comes up, and shines on the spikes. Imagine that scene. They were super wet, before, but maybe they're dry now because of the sun? Go ahead and touch the spikes. Nope, they're still damp.","Can't use damp spikes, so you'll have to wait until they dry out. Keep touching them, though, just to be sure. Nope, they're still damp every time.","As you're watching the spikes to see if they'll ever stop being damp, a shitzu (しつ) dog walks right into the spike trap.","Now they're even more damp compared to before. Feel the horror of accidentally killing that poor little puppy. How did you let this happen? You were right there, watching!",kanji level45
稼,earnings,か,かせ,"禾, 家","Pine, House","I built a pine house using my earnings. Before I could only buy a plastic house. But, this time I built a sturdy pine house, because I make so much earnings these days!",Check out your awesome pine house. It really does look good. Nice and sturdy. Using all your earnings was totally worth it.,Along with this nice pine house you bought a nice new car (か) as well.,"Imagine your new car in front of your new pine house. They look good together! Also, this has the same reading as 家, and includes it on the side. Good little way to cheat and remember the reading, that is.",kanji level45
疲,exhausted,ひ,つか,皮,"Skin, Sick","I have sick in my skin. Just look at it, it doesn't look too good. Whenever I have sickness in my skin, I know that I'm probably exhausted.","Imagine yourself being really, really exhausted. Then look at your skin. It's all sickly looking.","When you're exhausted, your muscles are all probably worn out. Being this worn out, you can probably imagine that your body is all heated (ひ) up, from all the exercising.",Imagine exercising so much that your body gets all exhausted and heated (ひ) up.,kanji level45
翔,fly,しょう,"かけ, と","羽, 羊","Feathers, Sheep","A sheep with feathers (and presumably wings, too) is able to fly.","Imagine the sheep with feathers taking off and flying around. It's an odd sight, but makes sense, kind of.","Using this sheep that can fly, you're going to get rich! But there's a problem... you have to catch the sheep. So, you get some cake (かけ) and use it to lure the sheep to your trap, where you catch it!",Ha HA! Everyone knows sheep love cake. Works every time. Now this flying sheep is yours!,kanji level45
賭,gamble,-,か,"貝, 者","Clam, Someone","I'm putting all my clams on someone to win the race (clams = slang for money). If you do that, you are performing a gamble.",Who are you betting on? Imagine it and bet on that someone. Now imagine the race playing out and imagine the excitement of your gambling.,"Best part is, if you win this gamble, you're going to take all your money and spend it on a new car (か).","You won! Be excited about that. Then, take all the money you won and think about what car you can buy. What would you get?",kanji level45
霊,ghost,"れい, りょう",-,"二, 雨","Two, Rain, Spikes","It was raining, and during the rain two spikes fell from the sky, smashing you completely, killing you instantly. But, you're not ready to die, so you come back as a ghost.","Make sure you focus on getting killed by the spikes, then feeling enough regret to come back as a ghost. What does your ghost form look like?","When you turn into a ghost, you discover a couple of new powers. First, you can shoot rays (れい) out of your eyes (awesome!). Also, you can row (りょう) a boat really fast. That one's not as cool, but still useful for going across rivers and lakes and such.","Imagine yourself using your two new powers, as a ghost.",kanji level45
溝,gutter,こう,みぞ,,"Tsunami, Circus",The tsunami circus is a circus troop that uses the power of water to do all their tricks. Their most famous trick is when they send a tsunami down a gutter and all ride it around the circus tent.,"Imagine a huge gutter going everywhere, with clowns riding the tsunami wave inside the gutter, flying all around. Seems dangerous, but they're professionals.","And, of course, the ring leader is こういち. He's controlling the water pressure and all that, sending people through the gutter and down to the ground, where there's another gutter to shoot them outside the tent.",You'll just want to imagine out this whole scene the best you can. Focus on the gutter and the ringleader.,kanji level45
矛,halberd,む,ほこ,矛,Soldier,A soldier carries a halberd.,"The radical and kanji aren't the same, but the connection makes sense here.","Using that halberd, the soldier pierces a cow (む). It says 'MOOOO' as it gets stabbed.",This soldier will be eating well tonight. Yum yum cow.,kanji level45
狩,hunt,しゅ,か,守,"Protect, Animal",I protect my own animals by going to hunt other animals... like wolves and cougars and such.,"My animals can't protect themselves, that's why I hunt other animals instead.","I also do all my hunts using a car (か). I just run those animals down with my car. Kind of cheating, but vroom vroom anyways.",Imagine hunting down animals in a car.,kanji level45
脚,leg,きゃく,あし,"月, 卩, 去","Moon, Stamp, Cemetery","Up on the moon cemetery you got a stamp, to prove you were there. You got this stamp on your leg, though, for some reason. Maybe because that way it wouldn't wash off when you wash your hands?","Look at the moon cemetery stamp on your leg. Pretty cool stamp you got there, bro.","Up on the moon, where you got your moon cemetery stamp on your leg, the only thing to eat was Kia cookies... cookies made by the car manufacturer Kia.","They aren't great cookies, but you'll eat them because you have to. Gotta get back to earth to show off that leg stamp you got.",kanji level45
澄,lucidity,ちょう,す,"癶, 豆","Tent, Beans, Tsunami",A tsunami hitting a tent and some beans will destroy it completely. This is very easy to understand. If you agree with this and think this then you are showing lucidity in your thought.,Everything makes sense. Everything is lucid.,"But, the thing that is not lucid... the thing you don't understand... is who would do such a thing. Who would destroy my tent and bean collection using a tsunami? Who is that evil? Of course, you know the answer, which is Mrs. Chou (ちょう).","If there's something evil going on, it's definitely Mrs. Chou.",kanji level45
塊,lump,かい,かたまり,"土, 鬼","Grave, Demon","The grave demon is one who hangs around graves. He's not your normal demon, though. He looks just like a little lump that sits there and does nothing. Then, when you get close he jumps on you, sucks your face off, and then lumps his way back to a grave to inject it into the dead underground body, which then reanimates and... you get the idea.","The important thing is you know what it looks like, so you can avoid it when you're at a graveyard. It's a lump, okay?","Have you ever heard of the game 'Katamari Damacy'? That game is about a little guy who rolls a ball around, turning it into a bigger and bigger lump. What do you think the Katamari (かたまり) part means? It of course means lump.","If you don't know the game and have never heard the music (especially) it's great stuff! If you have, this word will be really easy for you. If you haven't, look it up!",kanji level45
